nilai_minggu_01,nilai_minggu_02,nilai_minggu_03,nilai_minggu_04,nilai_minggu_05,nilai_minggu_06,nilai_minggu_07,nilai_minggu_08,nilai_minggu_09,nilai_minggu_10,nilai_minggu_11,nilai_minggu_12,skor_motivasi,skor_kedisiplinan,aktivitas_hari_01,aktivitas_hari_02,aktivitas_hari_03,aktivitas_hari_04,aktivitas_hari_05,aktivitas_hari_06,aktivitas_hari_07,aktivitas_hari_08,aktivitas_hari_09,aktivitas_hari_10,aktivitas_hari_11,aktivitas_hari_12,aktivitas_hari_13,aktivitas_hari_14,aktivitas_hari_15,aktivitas_hari_16,tugas_selesai,tugas_diberikan,kelas,urutan_ujian,skor_tryout,jarak_rumah_km,skor_ekstrakurikuler,indeks_kehadiran,skor_literasi,jumlah_saudara,skor_minat_belajar,target
0.5573815731118711,1.406426525065215,0.7823204990217049,0.2119373482933618,0.9711939873401433,1.854752224691974,-0.8803035149779481,-0.03689061407279232,-1.0161299949796083,0.22353763869646512,-1.0343065154387032,-1.1239952983958135,-0.3361975369297593,-0.21565269732835093,1.05494925226884,-0.5025157953732449,-0.558750388758663,1.0916159163983503,1.9822340134219085,0.8462383264314927,-0.9323597398818426,-1.120767741514894,0.15036179078376935,2.8515299766526665,0.33651474609606474,-0.37915715936148203,-0.5574201049397535,-0.2168761216338709,1.399266239297276,-0.21268131704927223,-1.052228536696729,-1.686092154421159,-1.237257634165562,-1.46858431194739,1.1265053745811773,0.452696738439593,-0.001335313894235677,-0.40934190112889157,-0.24806922480114538,-0.7337832005249648,-0.6163613659439492,3
-0.07266593148368826,1.2521602304121442,0.371933482805389,0.27636823510114805,1.3424909092639468,1.2671919849998636,-0.02605857753871134,-0.8303236215602783,-0.6655160128186356,-0.6642522265063873,-0.22709078382131423,0.20805831215152576,-1.4758996265979127,1.1979783076823722,-1.62330276351576,0.14799600213364225,0.24443956869104155,0.443297037723084,-0.6790121911014517,1.3419925454013115,1.1954158856854558,-1.40664573988606,0.15036179078376935,1.745120852367976,0.7869750644564033,-0.6000816246105807,-0.7938588883604688,1.593574246727404,-1.318740752163596,-1.222192869045484,0.6509233689327768,0.6499925022524156,-0.42338688142544617,-0.5827265718617757,-1.6079967793269712,-1.3064589945553768,0.513849621186763,0.8404320100621534,-0.7119385069496286,-1.07028594326205,2.0918986759567733,1
-1.050325852407832,-0.18031250565208484,-0.7512309826287384,-1.3558808973627696,-0.7979266406497448,-0.321396811204732,2.3395427876776362,1.850193295627174,1.2847742629517758,1.1329809152457286,1.5618738105739802,2.1515463668845287,-0.7694176294936771,-0.8797305182868768,-1.1757044814257311,0.0602865462900168,-0.013728631917792096,-0.9974115815552846,1.6504797440233328,1.2253444938790017,-0.9467366022167565,0.9170292725154703,0.7751486945778202,-1.0317491066210522,-0.11394557226427438,0.9463896321331086,-0.4356183074199908,-0.18109647008522908,0.26132731220565736,-0.3538717439018893,-0.37993173184297674,0.3426129421637873,-1.611551135425722,-1.5719516095069717,1.2061510683843277,-0.0398668667989985,-0.334690271887823,0.11475683582219186,0.8006787174475993,0.21634219073268718,-0.5674758056208314,3
1.0136228695431382,0.23841029412053596,0.458330749377245,0.04012165013926521,0.42516910215807907,0.3096864092053128,-0.1136734429170946,-0.07977888474779157,0.12336544704355323,-0.29614423361739967,-0.2707240666114434,0.7758188674667852,-0.38285200843664274,0.45500015156045714,0.07903824377746535,-0.11513236539723358,-0.9818593842009179,-1.3287745639893092,0.20806987707300167,0.8097858103307706,1.9358242959335354,1.1296052200222342,0.10009158013367364,-0.8075747088901671,-1.0293971869965761,-0.5787018376509907,-0.04871848000427467,0.4629372577903234,1.5007385003118145,1.029794439253758,2.8470929314550344,1.418441402473986,0.7908908726627478,-1.6432750448230828,-0.04163146786502175,-0.210756280861367,0.24110465555564603,1.666895402946554,-0.44975152138744245,1.2654389769130114,-0.6359155900731963,1
2.8820396073092795,0.7673233043596359,0.7391218657357769,0.8777231786404861,1.3643319046712294,1.8982752054099081,-1.0993406784239064,-1.3235387343227696,-1.1256968644049123,-1.7685762051733496,-1.5579059089202527,-1.4515494649238476,-0.7760825539946604,-0.4392036469579537,0.6807277377345539,-0.4805884314123387,-0.47269432188905164,1.0339875716272149,0.5470361958063297,-0.5389572853959433,0.570022374116689,0.5871700436256632,-0.12971509712390838,-0.9377404882177777,0.8523644655087105,1.9512396192338475,-0.9514847439742793,-0.5388929855716471,0.6237282444004403,0.20383044216594792,-0.3351119448527266,-0.9791191662173141,-1.1806783839750725,0.25833867261468674,0.09996087667391163,1.0558358468950113,0.4936462903992728,0.3969638480266213,-1.377490085684409,-0.48635471321828466,-1.8873859343450101,3
-1.9628084452703662,-1.7670515363693846,-1.7016009149191542,-0.6900950670156454,-0.9726546039080054,-0.7566266183840732,0.10536372052886356,0.28477141598970196,1.481994627917323,-0.40441129034945483,1.758223583129561,0.09887358997551435,0.06369793312924182,2.2171076368761495,-0.6840801388022563,-0.012804666913004234,-0.2001834434686164,0.26320846031328793,-0.556407352410674,-0.9326444592837414,-1.3636656099292677,0.2866316350816166,0.6674268146133286,1.528177886821958,1.462665541996912,0.9321364408267154,-0.1490258426676084,-1.6122825320309015,-0.014097396262377417,0.5356279452695982,-0.2454723708722263,-0.8561673421818627,-1.1066901337259711,1.6031472138648435,-0.33366567847657197,-1.4170344977722034,-0.8700785377563119,0.3667273824332896,0.15529536837144872,0.14706221428681673,-0.7141324865901847,1
-0.680987660058711,-1.6568613259029055,-0.5568371328420626,0.5985226691400791,-2.37047830997409,-0.7566266183840732,0.14917115321805519,1.3355340475271833,1.043727150216107,1.2195945606313725,0.6455748719812684,1.5619488671340673,0.503582950194143,0.2643243415822667,-0.1631050891564846,-0.721789434982308,1.0332868483291435,1.1060230025911333,0.7922458731878859,0.08802599153647461,-1.2558391424174116,-0.28512436166071603,-0.5246953236603772,1.3835492431246128,-0.26652084138632476,-0.13685290715279347,-3.072268983141909,-1.6909977654379134,0.6019841884687535,1.1074491740226968,-1.0970483236869792,-1.1020709902527654,-0.8760208829493608,0.8754414390453892,0.09111135514022818,1.7092365477217142,0.948221233117801,-0.7117065570622089,0.9418563250580072,1.5227646037119589,-1.2812049863383503,1
-0.9851485243462225,0.5028667992400859,-0.40564191634131463,-0.9478186142467903,0.6872610470454699,-0.21258935940989668,1.22245325410325,0.8208747994271924,-0.2272485351174196,0.136923993310821,0.25287532687010617,1.0160252562540104,0.6702060627187268,1.224278419403502,-0.4712875128906032,1.3759283839443959,1.513766555017806,1.44458952812155,-1.0396146578390346,0.10989750119690812,0.10277434823197833,0.7264439402680261,-0.36670323304578945,-1.0317491066210522,-0.7387776267640994,1.003402397358682,1.3125957275695412,1.3288048252674547,0.138110995259431,-0.9468715366828807,-0.6936702407747278,-0.5795257381020974,-1.1763261339604194,1.2417062300648398,1.3565929344569445,0.21144109505742575,0.2613079863431362,0.659013216502163,-1.972452860613985,0.1173707958100151,0.4297896249707704,0
0.8832682134199188,0.7452852622663401,0.5447280159491009,0.6199996314093412,1.3861729000785121,0.6578702549487858,-0.8803035149779481,-0.9589884335852762,-0.950389873324426,-1.4004682122843624,-1.0779397982288323,0.1425474788459189,0.3569546111725093,-0.4852288424699307,-0.08239064484516831,-1.9789583020742698,-1.1683141957517422,-0.23383601333774914,0.5686723438105844,0.35048410746167313,-0.2135166231361339,-0.8788709736623684,0.3370797160555547,1.0364404982509845,0.5762758832878578,0.5259204885945018,-1.8255917614690456,-0.19540833070468602,-0.2387859742231429,-0.41740743598556684,-0.7833098147552281,-1.1328089462616282,-0.31458063105912054,-0.36703347762078203,-0.2805685492744719,-0.8038430708425283,-1.607500111499702,-0.6411548040111015,0.3670617797870606,-0.28841192337294047,0.028928030321204924,1
0.42702691698865186,0.9215895990127068,-0.7944296159146665,0.834769254101962,0.4688510929726442,0.28792491884634575,-0.44222918808603184,-0.8088794862227787,-1.6954445854164932,-0.03630329746046725,-0.4234405563768953,-0.7309302985621724,1.223394796300345,0.5865007101661058,-0.4272614523571576,-0.9483721959116732,1.4850811993946031,1.4085718126395907,-1.3569448285681076,0.19009303661849664,-0.5298075945042456,1.202907270886636,0.30117242273405753,-1.5596436561163622,1.9494533053863106,1.003402397358682,-0.3066516982814189,-0.15247274884631576,0.8049287104978318,0.09793762202648515,-0.021373435920975528,-0.5180498260843718,-1.3155981344293164,-1.1112780200497696,-0.7849912766944213,-0.9646801664306397,-0.7286552222438809,0.5279885322643922,-0.8934525738772959,-0.19933766794253557,-0.4012649005222312,2
-1.87590534118822,-2.1857743361420052,-1.2048166321309821,-0.4538484820537625,-1.2347465487953961,-2.084077530281064,1.4633941338938041,1.2712016415146845,1.832608610078296,1.6743161989060045,-0.29254070800650794,1.6274597004396743,0.06369793312924182,0.3695247884667856,-2.98811064005257,-0.39287897556871326,0.4524083969592685,0.08311988290349184,-0.8304652271312366,-2.9302423416033068,-1.2989697294221538,0.990331323379872,1.7661899902511415,-0.12782008351264468,-0.35370670945606747,-2.681047555344025,0.03725925942143974,1.6651335498246878,1.2905459596388411,-0.06443136885402424,2.398895061552533,1.080323886376495,1.147775373864296,-0.9817243404417607,1.0822577669127607,1.2669345348544074,0.37242630567433194,0.77995907887549,-0.34891037309429396,1.206056139959408,1.2119585901406542,3
